PIC ID,Reference Name,Reference Link,Year,Conference (VENUE),Website,AUTHORS
remindemo,ReMiND: Improving Emotional Awareness for Persons in Recovery,https://dl.acm.org/doi/10.1145/3290607.3312997,2019,CHI,,"Courtney Hutton, Shalini Saravanan"
hellobox,HelloBox: Creating Safer and Kid-friendly Communities,https://dl.acm.org/doi/10.1145/3290607.3309692,2019,CHI,,"Tab Zhang, Yongle Zhang, Leyi Sun, Lily Dunk"
sig,SIG: Spatiality of Augmented Reality User Interfaces,https://dl.acm.org/doi/10.1145/3290607.3311756,2019,CHI,,"Alla Vovk, Danilo Gasques Rodrigues, Fridolin Wild, Nadir Weibel"
techandfash,"Technology Meets Fashion: Exploring Wearables, Fashion Tech and Haute Tech Couture",https://dl.acm.org/doi/10.1145/3290607.3299075,2019,CHI,,Teddy Seyed
researchemotive,An Exploration of Responsive and Emotive Wearables through Research Prototyping,https://dl.acm.org/doi/10.1145/3290607.3313284,2019,CHI,,Rain Ashford
tangilev,Tangible Interactions with Acoustic Levitation,https://dl.acm.org/doi/10.1145/3290607.3313265,2019,CHI,,"Asier Marzo, Steven Kockaya, Euan Freeman, Julie Williamson"
wearabilityhumbody,Intro to the Human Body: Wearability and Human Factors of Wearable Systems,https://dl.acm.org/doi/10.1145/3290607.3298822,2019,CHI,,Lucy E. Dunne
makefab,Making with Fabric: Foundations of Soft Goods and E-Textiles Fabrication,https://dl.acm.org/doi/10.1145/3290607.3298824,2019,CHI,,Lucy E. Dunne
miceandpants,Of Mice and Pants: Queering the Conventional Gamer Mouse for Cooperative Play,https://dl.acm.org/doi/10.1145/3290607.3310431,2019,CHI,,"Sabine Harrer, Simon Nielsen, Patrick Jarnfelt"
egovis,Egocentric Smaller-person Experience through a Change in Visual Perspective (Full Paper),https://dl.acm.org/doi/10.1145/3290605.3300926,2019,CHI,,"Jun Nishida, Soichiro Matsuda, Mika Oki, Hikaru Takatori, Kosuke Sato, Kenji Suzuki"
proprioceptive,Adding Proprioceptive Feedback to Virtual Reality Experiences Using Galvanic Vestibular Stimulation,https://dl.acm.org/doi/10.1145/3290605.3300905,2019,CHI,,"Misha Sra, Abhinandan Jain, Pattie Maes"
lightaspire,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity,https://dl.acm.org/doi/10.1145/3290605.3300888,2019,CHI,,"Ana Tajadura-Jiménez, Joseph Newbold, Linge Zhang, Patricia Rick, Nadia Bianchi-Berthouze"
vrgenderbias,Investigating Implicit Gender Bias and Embodiment of White Males in Virtual Reality with Full Body Visuomotor Synchrony,https://dl.acm.org/doi/10.1145/3290605.3300787,2019,CHI,,"Sarah Lopez, Yi Yang, Kevin Beltran, Soo Jung Kim, Jennifer Cruz Hernandez, Chelsy Simran, Bingkun Yang, Beste F. Yuksel"
willingshare,Understanding the Impact of Information Representation on Willingness to Share Information,https://dl.acm.org/doi/10.1145/3290605.3300753,2019,CHI,,"Stefan Schneegass, Romina Poguntke, Tonja Machulla"
TouchSense,TouchSense: Classifying Finger Touches and Measuringtheir Force with an Electromyography Armband,https://dl.acm.org/doi/abs/10.1145/3267242.3267250,2018,ISWC,,"Vincent Becker, Pietro Oldrati, Liliana Barrios, Gábor Sörös"
ultrasoundImprove,Improving Ultrasound-based Gesture Recognition Using aPartially Shielded Single Microphone,https://dl.acm.org/doi/abs/10.1145/3267242.3267274,2018,ISWC,,"Hiroki Watanabe, Tsutomu Terada"
SeeSaw,Seesaw: rapid one-handed synchronous gesture interface for smartwatches,https://dl.acm.org/doi/abs/10.1145/3267242.3267251,2018,ISWC,,"Jason Wu, Cooper Colglazier, Adhithya Ravishankar, Yuyan Duan, Yuanbo Wang, Thomas Ploetz,Thad Starner"
Intra,Intra-/inter-user adaptation framework for wearable gesture sensing device,https://dl.acm.org/doi/abs/10.1145/3267242.3267256,2018,ISWC,,"Kosuke Kikui, Yuta Itoh, Makoto Yamada, Yuta Sugiura, Maki Sugimoto"
languageHaptic,Conveying language through haptics: a multi-sensory approach,https://dl.acm.org/doi/abs/10.1145/3267242.3267244,2018,ISWC,,"Nathan Dunkelberger, Jenny Sullivan, Joshua Bradley, Nickolas P Walling, Indu Manickam, Gautam Dasarathy, Ali Israr, Frances W. Y. Lau, Keith Klumb,Brian Knott, Freddy Abnousi, Richard Baraniuk, Marcia K O’Malley"
Movelet,Movelet: a self-actuated movable bracelet for positional haptic feedback on the user's forearm,https://dl.acm.org/doi/abs/10.1145/3267242.3267249,2018,ISWC,,"David Dobbelstein, Evgeny Stemasov, Daniel Besserer, Irina Stenske, Enrico Rukzio"
skinHapticLearn,Passive haptic learning for vibrotactile skin reading,https://dl.acm.org/doi/abs/10.1145/3267242.3267271,2018,ISWC,,"Granit Luzhnica, Eduardo Veas, Caitlyn Seim"
TrainingCPR,Training CPR with a wearable real time feedback system,https://dl.acm.org/doi/abs/10.1145/3267242.3267277,2018,ISWC,,"Agnes Gruenerbl, Hamraz Javaheri, Eloise Monger, Mary Gobbi, Paul Lukowicz"
ReviewMethods,"A five-year review of methods, purposes and domains of the international symposium on wearable computing",https://dl.acm.org/doi/abs/10.1145/3267242.3267272,2018,ISWC,,"Troy Nachtigall, Daniel Tetteroo, Panos Markopoulos"
PedalingSkill,Practical pedaling skill items extraction for efficient pedaling training with surface EMG wear,https://dl.acm.org/doi/abs/10.1145/3267242.3267266,2018,ISWC,,"Osamu Saisho, Makoto Nakayama, Kentaro Tanaka, Daigoro Yokozeki"
SoftHaptic,"Shape memory alloy wire actuators for soft, wearable haptic devices",https://dl.acm.org/doi/abs/10.1145/3267242.3267257,2018,ISWC,,"George Chernyshov, Benjamin Tag, Cedric Caremel, Feier Cao, Gemma Liu, Kai Kunze"
WristWash,Wristwash: towards automatic handwashing assessment using a wrist-worn device,https://dl.acm.org/doi/abs/10.1145/3267242.3267247,2018,ISWC,,"Hong Li, Shishir Chawla, Richard Li, Sumeet Jain, Gregory D. Abowd,Thad Starner, Cheng Zhang, Thomas Plötz"
FreeLiving,Sparse natural gesture spotting in free living to monitor drinking with wrist-worn inertial sensors,https://dl.acm.org/doi/abs/10.1145/3267242.3267253,2018,ISWC,,"Giovanni Schiboni, Oliver Amft"
Interpersonal,Sensing interpersonal synchrony between actors and autistic children in theatre using wrist-worn accelerometers,https://dl.acm.org/doi/abs/10.1145/3267242.3267263,2018,ISWC,,"Jamie A Ward, Daniel Richardson, Guido Orgs, Kelly Hunter, Antonia Hamilton"
CapShopper,I4S: capturing shopper's in-store interactions,https://dl.acm.org/doi/abs/10.1145/3267242.3267259,2018,ISWC,,"Sougata Sen, Archan Misra, Vigneshwaran Subbaraju, KaranGrover, Meera Radhakrishnan, Rajesh K. Balan, Youngki Lee"
PhysioHMD,"PhysioHMD: a conformable, modular toolkit for collecting physiological data from head-mounted displays",https://dl.acm.org/doi/abs/10.1145/3267242.3267268,2018,ISWC,,"Guillermo Bernal, Tao Yang, Abhinandan Jain, Pattie Maes"
RFPick,RF-pick: comparing order picking using a HUD with wearable RFID verification to traditional pick methods,https://dl.acm.org/doi/abs/10.1145/3267242.3267290,2018,ISWC,,"Charu Thomas, Theodore Panagiotopoulos, Pramod Kotipalli, Malcolm Haynes, Thad Starner"
ScratchVR,"ScratchVR: low-cost, calibration-free sensing for tactile input on mobile virtual reality enclosures",https://dl.acm.org/doi/abs/10.1145/3267242.3267260,2018,ISWC,,"Richard Li, Victor Chen, Gabriel Reyes, Thad Starner"
Buccal,Buccal: low-cost cheek sensing for inferring continuous jaw motion in mobile virtual reality,https://dl.acm.org/doi/abs/10.1145/3267242.3267265,2018,ISWC,,"Richard Li, Gabriel Reyes"
eyewear,"1D eyewear: peripheral, hidden LEDs and near-eye holographic displays for unobtrusive augmentation",https://dl.acm.org/doi/abs/10.1145/3267242.3267288,2018,ISWC,,"Alex Olwal, Bernard Kress"
CASPER,CASPER: capacitive serendipitous power transfer for through-body charging of multiple wearable devices,https://dl.acm.org/doi/abs/10.1145/3267242.3267254,2018,ISWC,,"Edward J. Wang, Manuja Sharma, Yiran Zhao, Shwetak N. Patel"
Deepauth,Deepauth: in-situ authentication for smartwatches via deeply learned behavioural biometrics,https://dl.acm.org/doi/abs/10.1145/3267242.3267252,2018,ISWC,,"Chris Xiaoxuan Lu, Bowen Du, Peijun Zhao, Hongkai Wen, Yiran Shen, Andrew Markham, Niki Trigoni"
3Min,In only 3 minutes: perceived exertion limits of smartwatch use,https://dl.acm.org/doi/abs/10.1145/3267242.3267285,2018,ISWC,,"Rushil Khurana, Nikola Banovic, Kent Lyons"
LYRA,LYRA: smart wearable in-flight service assistant,https://dl.acm.org/doi/abs/10.1145/3267242.3267282,2018,ISWC,,"Jonas Auda, Matthias Hoppe, Orkhan Amiraslanov, Bo Zhou, Pascal Knierim, StefanSchneegass, Albrecht Schmidt, Paul Lukowics"
SnapBand,Snapband: a flexible multi-location touch input band,https://dl.acm.org/doi/abs/10.1145/3267242.3267248,2018,ISWC,,"David Dobbelstein, Tobias Arnold, Enrico Rukzio"
BrainActor,Seeing into the brain of an actor with mocap and fNIRS,https://dl.acm.org/doi/abs/10.1145/3267242.3267284,2018,ISWC,,"Antonia Hamilton, Paola Pinti, Davide Paoletti, and Jamie A Ward"
StepHarvesting,Low-power step counting paired with electromagnetic energy harvesting for wearables,https://dl.acm.org/doi/abs/10.1145/3267242.3267291,2018,ISWC,,"Kumara Kahatapitiya, Chamod Weerasinghe, Jinal Jayawardhana, Hiranya Kuruppu,Kanchana Thilakarathna, Dileeka Dias"
Nostrils,A context recognition method using temperature sensors in the nostrils,https://dl.acm.org/doi/abs/10.1145/3267242.3267261,2018,ISWC,,"Ryosuke Kodama, Tsutomu Terada, Masahiko Tsukamoto"
BicepsFatigue,Biceps fatigue estimation with an E-textile headband,https://dl.acm.org/doi/abs/10.1145/3267242.3267281,2018,ISWC,,"Arinobu Niijima, Takashi Isezaki, Ryosuke Aoki, Tomoki Watanabe, Tomohiro Yamada"
VOCNEA,VOCNEA: sleep apnea and hypopnea detection using a novel tiny gas sensor,https://dl.acm.org/doi/abs/10.1145/3267242.3267273,2018,ISWC,,"Tobias Röddiger, Michael Beigl, Marcel Köpke, Matthias Budde"
AugJump,Augmented jump: a backpack multirotor system for jumping ability augmentation,https://dl.acm.org/doi/abs/10.1145/3267242.3267270,2018,ISWC,,"Takumi Takahashi, Keisuke Shiro, Akira Matsuda, Ryo Komiyama, Hayato Nishioka, Kazunori Hori, Yoshio Ishiguro, Takashi Miyaki, Jun Rekimoto"
YAWN,YAWN: yet another wearable toolkit,https://dl.acm.org/doi/abs/10.1145/3267242.3267280,2018,ISWC,,"Jan Thar, Sophy Stönner, Florian Heller, Jan Borchers"
PintingConductive,Evaluation of 3D-printed conductive lines and EMG electrodes on smart eyeglasses frames,https://dl.acm.org/doi/abs/10.1145/3267242.3267289,2018,ISWC,,"Rui Zhang, Volodymyr Kolbin, Mirko Süttenbach, Martin Hedges, and Oliver Amft"
Impacto,Impacto: Simulating physical impact by combining tactile stimulation with electrical muscle stimulation.,https://dl.acm.org/doi/abs/10.1145/2807442.2807443,2015,UIST,https://www.youtube.com/watch?v=CNEZguz1NEU&feature=emb_title,"Pedro Lopes, Alexandra Ion, and Patrick Baudisch."
gunslinger,Gunslinger: Subtle arms-down mid-air interaction.,https://dl.acm.org/doi/abs/10.1145/2807442.2807489,2015,UIST,https://www.youtube.com/watch?v=AkJ_D0HJpwk&feature=emb_title,"Mingyu Liu, Mathieu Nancel, and Daniel Vogel."
FoveAR,Fovear: Combining an optically see-through near-eye display with projector-based spatial augmented reality.,https://dl.acm.org/doi/abs/10.1145/2807442.2807493,2015,UIST,https://www.youtube.com/watch?v=A5M6xk1Itgo&feature=emb_title,"Hrvoje Benko, Eyal Ofek, Feng Zheng, and Andrew D. Wilson."
EMSense,"Em-sense: Touch recognition of uninstrumented, electrical and electromechanical objects.",https://dl.acm.org/doi/abs/10.1145/2807442.2807481,2015,UIST,https://www.youtube.com/watch?v=FqgwBc7cGZ8&feature=emb_title,"Gierad Laput, Chouchang Yang, Robert Xiao, Alanson Sample, and Chris Harrison."
tomo,"Tomo: Wearable, low-cost electrical impedance tomography for hand gesture recognition.",https://dl.acm.org/doi/abs/10.1145/2807442.2807480,2015,UIST,https://www.youtube.com/watch?v=FqgwBc7cGZ8&feature=emb_title,"Yang Zhang, and Chris Harrison."
EyeTrack,Self-calibrating head-mounted eye trackers using egocentric visual saliency.,https://dl.acm.org/doi/abs/10.1145/2807442.2807445,2015,UIST,https://www.youtube.com/watch?v=8FKGsD0Lcgk&feature=emb_title,"Yusuke Sugano, and Andreas Bulling"
GazeProjector,Gazeprojector: Accurate gaze estimation and seamless gaze interaction across multiple displays.,https://dl.acm.org/doi/abs/10.1145/2807442.2807479,2015,UIST,https://www.youtube.com/watch?v=hydKhlLm2VI&feature=emb_title,"Christian Lander, Sven Gehring, Antonio Krüger, Sebastian Boring, and Andreas Bulling."
NanoStylus,NanoStylus: Enhancing input on ultra-small displays with a finger-mounted stylus.,https://dl.acm.org/doi/abs/10.1145/2807442.2807500,2015,UIST,https://www.youtube.com/watch?v=mqxfgWgK4K0&feature=emb_title,"Haijun Xia, Tovi Grossman, and George Fitzmaurice."
Orbits,Orbits: Gaze interaction for smart watches using smooth pursuit eye movements.,https://dl.acm.org/doi/abs/10.1145/2807442.2807499,2015,UIST,https://www.youtube.com/watch?v=IDdZccXHfl4&feature=emb_title,"Augusto Esteves, Eduardo Velloso, Andreas Bulling, and Hans Gellersen."
CandidInteract,Candid interaction: Revealing hidden mobile and wearable computing activities.,https://dl.acm.org/doi/abs/10.1145/2807442.2807449,2015,UIST,https://www.youtube.com/watch?v=4kFdu5rOdvc&feature=emb_title,"Barrett Ens, Tovi Grossman, Fraser Anderson, Justin Matejka, and George Fitzmaurice."
AngerBCI,Anger-based BCI using fNIRS neurofeedback.,https://dl.acm.org/doi/abs/10.1145/2807442.2807447,2015,UIST,https://www.youtube.com/watch?v=_k6pmFEhmT4&feature=emb_title,"Gabor Aranyi, Fred Charles, and Marc Cavazza."
ThumbsUp,Leveraging dual-observable input for fine-grained thumb interaction using forearm EMG.,https://dl.acm.org/doi/abs/10.1145/2807442.2807506,2015,UIST,https://www.youtube.com/watch?v=r5Btr-VpyM0&feature=emb_title,"Donny Huang, Xiaoyi Zhang, T. Scott Saponas, James Fogarty, and Shyamnath Gollakota."
CyclopsRing,Cyclopsring: Enabling whole-hand and context-aware interactions through a fisheye ring.,https://dl.acm.org/doi/abs/10.1145/2807442.2807450,2015,UIST,https://www.youtube.com/watch?v=mJkXNBAnA9M&feature=emb_title,"Liwei Chan, Yi-Ling Chen, Chi-Hao Hsieh, Rong-Hao Liang, and Bing-Yu Chen."
BackHand,Backhand: Sensing hand gestures via back of the hand,https://dl.acm.org/doi/abs/10.1145/2807442.2807462,2015,UIST,https://www.youtube.com/watch?v=6BxMtLkZ_ks&feature=emb_title,"Jhe-Wei Lin, Chiuan Wang, Yi Yao Huang, Kuan-Ting Chou, Hsuan-Yu Chen, Wei-Luan Tseng, and Mike Y. Chen"
FaceTouch,Facetouch: Enabling touch interaction in display fixed uis for mobile virtual reality.,https://dl.acm.org/doi/abs/10.1145/2984511.2984576,2016,UIST,https://www.youtube.com/watch?v=pYz7VOdZZ0Q&feature=emb_title,"Jan Gugenheimer, David Dobbelstein, Christian Winkler, Gabriel Haas, and Enrico Rukzio."
AuraSense,AuraSense: enabling expressive around-smartwatch interactions with electric field sensing.,https://dl.acm.org/doi/abs/10.1145/2984511.2984568,2016,UIST,https://www.youtube.com/watch?v=t3CwyV3048Y&feature=emb_title,"Junhan Zhou, Yang Zhang, Gierad Laput, and Chris Harrison."
Rovables,Rovables: Miniature on-body robots as mobile wearables.,https://dl.acm.org/doi/abs/10.1145/2984511.2984531,2016,UIST,https://www.youtube.com/watch?v=IhIOLLE0ugg&feature=emb_title,"Artem Dementyev, Hsin-Liu Kao, Inrak Choi, Deborah Ajilo, Maggie Xu, Joseph A. Paradiso, Chris Schmandt, and Sean Follmer."
TRing,TRing: Instant and Customizable Interactions with Objects Using an Embedded Magnet and a Finger-Worn Device.,https://dl.acm.org/doi/abs/10.1145/2984511.2984529,2016,UIST,https://www.youtube.com/watch?v=JufjQauZNNg&feature=emb_title,"Sang Ho Yoon, Yunbo Zhang, Ke Huo, and Karthik Ramani."
Airflow,Designing a non-contact wearable tactile display using airflows.,https://dl.acm.org/doi/abs/10.1145/2984511.2984583,2016,UIST,https://www.youtube.com/watch?v=QdSK_K3Spcw&feature=emb_title,"Jaeyeon Lee, and Geehyuk Lee."
MusclePlotter,Muscle-plotter: An interactive system based on electrical muscle stimulation that produces spatial output.,https://dl.acm.org/doi/abs/10.1145/2984511.2984530,2016,UIST,https://www.youtube.com/watch?v=u5vQIZflQzQ&feature=emb_title,"Pedro Lopes, Doăa Yüksel, François Guimbretière, and Patrick Baudisch."
HapticRings,Haptic learning of semaphoric finger gestures.,https://dl.acm.org/doi/abs/10.1145/2984511.2984558,2016,UIST,https://www.youtube.com/watch?v=euy65aaQDy0&feature=emb_title,"Aakar Gupta, Antony Irudayaraj, Vimal Chandran, Goutham Palaniappan, Khai N. Truong, and Ravin Balakrishnan."
GyroVR,Gyrovr: Simulating inertia in virtual reality using head worn flywheels.,https://dl.acm.org/doi/abs/10.1145/2984511.2984535,2016,UIST,https://www.youtube.com/watch?v=s26bmD8wR28&feature=emb_title,"Jan Gugenheimer, Dennis Wolf, Eythor R. Eiriksson, Pattie Maes, and Enrico Rukzio."
MoodBoard,Wearables as context for guiard-abiding bimanual touch.,https://dl.acm.org/doi/abs/10.1145/2984511.2984564,2016,UIST,https://www.youtube.com/watch?v=DKSymyxOGQI&feature=emb_title,"Andrew M. Webb, Michel Pahud, Ken Hinckley, and Bill Buxton."
ViBand,Viband: High-fidelity bio-acoustic sensing using commodity smartwatch accelerometers.,https://dl.acm.org/doi/abs/10.1145/2984511.2984582,2016,UIST,https://www.youtube.com/watch?v=-JcezIL3UKQ&feature=emb_title,"Gierad Laput, Robert Xiao, and Chris Harrison."
OPMarionette,Optical marionette: Graphical manipulation of human's walking direction.,https://dl.acm.org/doi/abs/10.1145/2984511.2984545,2016,UIST,https://www.youtube.com/watch?v=2fclyYxAEzs&feature=emb_title,"Akira Ishii, Ippei Suzuki, Shinji Sakamoto, Keita Kanai, Kazuki Takazawa, Hiraku Doi, and Yoichi Ochiai."
EITSystem,Advancing hand gesture recognition with high resolution electrical impedance tomography.,https://www.youtube.com/watch?v=OzmFi_e1Voc&feature=emb_title,2016,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/2984511.2984574,"Yang Zhang, Robert Xiao, and Chris Harrison"
WristWhirl,Wristwhirl: One-handed continuous smartwatch input using wrist gestures.,https://dl.acm.org/doi/abs/10.1145/2984511.2984563,2016,UIST,https://www.youtube.com/watch?v=or5B_ScynD4&feature=emb_title,"Jun Gong, Xing-Dong Yang, and Pourang Irani."
WhichFingers,Whichfingers: identifying fingers on touch surfaces and keyboards using vibration sensors.,https://dl.acm.org/doi/abs/10.1145/3126594.3126619,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126619,"Damien Masson, , Alix Goguey, Sylvain Malacria, and Géry Casiez."
HapticClench,HapticClench: Investigating squeeze sensations using memory alloys.,https://dl.acm.org/doi/abs/10.1145/3126594.3126598,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126598,"Aakar Gupta, Antony Albert Raj Irudayaraj, and Ravin Balakrishnan."
Grabity,Grabity: A wearable haptic interface for simulating weight and grasping in virtual reality.,https://dl.acm.org/doi/abs/10.1145/3126594.3126599,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126599,"Inrak Choi, Heather Culbertson, Mark R. Miller, Alex Olwal, and Sean Follmer."
Frictio,Frictio: Passive Kinesthetic Force Feedback for Smart Ring Output.,https://dl.acm.org/doi/abs/10.1145/3126594.3126622,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126622,"Teng Han, Qian Han, Michelle Annett, Fraser Anderson, Da-Yuan Huang, and Xing-Dong Yang."
MagTics,Magtics: Flexible and thin form factor magnetic actuators for dynamic and wearable haptic feedback.,https://dl.acm.org/doi/abs/10.1145/3126594.3126609,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126609,"Fabrizio Pece, Juan Jose Zarate, Velko Vechev, Nadine Besse, Olexandr Gudozhnik, Herbert Shea, and Otmar Hilliges."
SmoothMoves,SmoothMoves: Smooth Pursuits Head Movements for Augmented Reality.,https://dl.acm.org/doi/abs/10.1145/3126594.3126616,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126616,"Augusto Esteves, David Verweij, Liza Suraiya, Rasel Islam, Youryang Lee, and Ian Oakley."
ThermalCast,Thermal-comfort design of personalized casts.,https://dl.acm.org/doi/abs/10.1145/3126594.3126600,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126600,"Xiaoting Zhang, Guoxin Fang, Chengkai Dai, Jouke Verlinden, Jun Wu, Emily Whiting, and Charlie CL Wang."
RetroShape,RetroShape: Leveraging rear-surface shape displays for 2.5 D interaction on smartwatches,https://dl.acm.org/doi/abs/10.1145/3126594.3126610,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126610,"Da-Yuan Huang, Ruizhen Guo, Jun Gong, Jingxian Wang, John Graham, De-Nian Yang, and Xing-Dong Yang."
Pyro,Pyro: Thumb-tip gesture recognition using pyroelectric infrared sensing.,https://dl.acm.org/doi/abs/10.1145/3126594.3126615,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126615,"Jun Gong, Yang Zhang, Xia Zhou, and Xing-Dong Yang."
SmartSleeve,"SmartSleeve: real-time sensing of surface and deformation gestures on flexible, interactive textiles, using a hybrid gesture detection pipeline.",https://dl.acm.org/doi/abs/10.1145/3126594.3126652,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126652,"Patrick Parzer, Adwait Sharma, Anita Vogl, Jürgen Steimle, Alex Olwal, and Michael Haller."
SoundCraft,SoundCraft: Enabling Spatial Interactions on Smartwatches using Hand Generated Acoustics.,https://dl.acm.org/doi/abs/10.1145/3126594.3126612,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126612,"Teng Han, Khalad Hasan, Keisuke Nakamura, Randy Gomez, and Pourang Irani."
SensIR,Sensir: Detecting hand gestures with a wearable bracelet using infrared transmission and reflection.,https://dl.acm.org/doi/abs/10.1145/3126594.3126604,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126604,"Jess McIntosh, Asier Marzo, and Mike Fraser."
MagFabric,Data storage and interaction using magnetized fabric.,https://dl.acm.org/doi/abs/10.1145/3126594.3126620,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126620,"Justin Chan, and Shyamnath Gollakota."
Canalsense,Canalsense: Face-related movement recognition system based on sensing air pressure in ear canals.,https://dl.acm.org/doi/abs/10.1145/3126594.3126649,2017,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3126594.3126649,"Toshiyuki Ando, Yuki Kubo, Buntarou Shizuki, and Shin Takahashi."
MetaArms,MetaArms: Body remapping using feet-controlled artificial arms.,https://dl.acm.org/doi/abs/10.1145/3242587.3242665,2018,UIST,https://www.youtube.com/watch?v=8csKcHJjmVQ&feature=emb_title,"MHD Yamen Saraiji, Tomoya Sasaki, Kai Kunze, Kouta Minamizawa, and Masahiko Inami."
IOBraid,"I/O Braid: Scalable touch-sensitive lighted cords using spiraling, repeating sensing textiles and fiber optics.",https://dl.acm.org/doi/abs/10.1145/3242587.3242638,2018,UIST,https://www.youtube.com/watch?v=MgcXPoanm2c&feature=emb_title,"Alex Olwal, Jon Moeller, Greg Priest-Dorman, Thad Starner, and Ben Carroll."
Orecchio,Orecchio: Extending body-language through actuated static and dynamic auricular postures.,https://dl.acm.org/doi/abs/10.1145/3242587.3242629,2018,UIST,https://www.youtube.com/watch?v=HhMVstM-39Y&feature=emb_title,"Da-Yuan Huang, Teddy Seyed, Linjun Li, Jun Gong, Zhihao Yao, Yuchen Jiao, Xiang'Anthony Chen, and Xing-Dong Yang."
EarTouch,Designing socially acceptable hand-to-face input.,https://dl.acm.org/doi/abs/10.1145/3242587.3242642,2018,UIST,https://www.youtube.com/watch?v=OviuqwZinTA&feature=emb_title,"DoYoung Lee, Youryang Lee, Yonghwan Shin, and Ian Oakley."
Asterix_O,Asterisk and Obelisk: Motion Codes for Passive Tagging.,https://dl.acm.org/doi/abs/10.1145/3242587.3242637,2018,UIST,https://www.youtube.com/watch?v=_uau9X58qwY&feature=emb_title,"Aakar Gupta, Jiushan Yang, and Ravin Balakrishnan."
ElectricItch,Electricitch: Skin irritation as a feedback modality.,https://dl.acm.org/doi/abs/10.1145/3242587.3242647,2018,UIST,https://www.youtube.com/watch?v=4ZqC2mkMeP0&feature=emb_title,"Henning Pohl, and Kasper Hornbæk."
DextrES,Dextres: Wearable haptic feedback for grasping in vr via a thin form-factor electrostatic brake.,https://dl.acm.org/doi/abs/10.1145/3242587.3242657,2018,UIST,https://www.youtube.com/watch?v=fgRaw9k-Eu8&feature=emb_title,"Ronan Hinchet, Velko Vechev, Herbert Shea, and Otmar Hilliges."
HydRoring,HydRoring: Supporting mixed reality haptics using liquid flow.,https://dl.acm.org/doi/abs/10.1145/3242587.3242667,2018,UIST,https://www.youtube.com/watch?v=gjDL-c29Dxw&feature=emb_title,"Teng Han, Fraser Anderson, Pourang Irani, and Tovi Grossman."
FacePush,Facepush: Introducing normal force on face with head-mounted displays.,https://dl.acm.org/doi/abs/10.1145/3242587.3242588,2018,UIST,https://www.youtube.com/watch?v=IPLVCdbvWyI&feature=emb_title,"Hong-Yu Chang, Wen-Jie Tseng, Chia-En Tsai, Hsin-Yu Chen, Roshan Lalintha Peiris, and Liwei Chan."
SensorSnaps,SensorSnaps: Integrating Wireless Sensor Nodes into Fabric Snap Fasteners for Textile Interfaces.,https://dl.acm.org/doi/abs/10.1145/3332165.3347913,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347913,"Artem Dementyev, Tomás Vega Gálvez, and Alex Olwal."
Tessutivo,Tessutivo: Contextual Interactions on Interactive Fabrics with Inductive Sensing.,https://dl.acm.org/doi/abs/10.1145/3332165.3347897,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347897,"Jun Gong, Yu Wu, Lei Yan, Teddy Seyed, and Xing-Dong Yang."
3DPrint,3D printed fabric: Techniques for design and 3D weaving programmable textiles.,https://dl.acm.org/doi/abs/10.1145/3332165.3347896,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347896,"Haruki Takahashi, and Jeeeun Kim."
SelfHeal,Self-healing UI: Mechanically and Electrically Self-healing Materials for Sensing and Actuation Interfaces.,https://dl.acm.org/doi/abs/10.1145/3332165.3347901,2019,UIST,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3332165.3347901,"Koya Narumi, Fang Qin, Siyuan Liu, Huai-Yu Cheng, Jianzhe Gu, Yoshihiro Kawahara, Mohammad Islam, and Lining Yao."
